model,exposure_spec,outcome,group,year,rel_year,term,coef,se,ci_low,ci_high,pval_crv1,pval_wbt,pre_period,reference_year,n_obs,n_clusters,pretrend_wald_stat,pretrend_wald_p
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2021,2,yr_2021_x_medium,-0.004581571993462394,0.004462226202498907,-0.014041068966463763,0.004877924979538974,0.3198133480083438,0.36823682368236826,False,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2022,3,yr_2022_x_medium,-0.002894482732147538,0.0035007558020034375,-0.010315753508094178,0.004526788043799102,0.42050118908512957,0.47214721472147214,False,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2023,4,yr_2023_x_medium,-0.0016390587604382867,0.00582228268818053,-0.013981746684676364,0.010703629163799789,0.7819239428236564,0.8002800280028003,False,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2024,5,yr_2024_x_medium,-0.001456063856327859,0.005871823088320277,-0.013903772737347726,0.01099164502469201,0.8073083415556037,0.8167816781678168,False,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap,medium,2025,6,yr_2025_x_medium,-0.00214273006894004,0.003915045521408345,-0.010442255816466031,0.006156795678585951,0.5917211808990284,0.6177617761776177,False,2019,171999,17,15.025436114540675,0.004648750663506546
tercile_event_study,exposure_composite_hybrid,poverty_gap_sq,high,2017,-2,yr_2017_x_high,0.01074554613339907,0.003205786645993822,0.003949582034384034,0.017541510232414105,0.004050841001707717,0.0231023102310231,True,2019,171999,17,20.101910519116398,0.00047678810671134437
tercile_event_study,exposure_composite_hybrid,poverty_gap_sq,high,2018,-1,yr_2018_x_high,0.0004266472589730622,0.0032737923224116197,-0.006513482433857188,0.007366776951803313,0.8979360757614325,0.9007900790079008,True,2019,171999,17,20.101910519116398,0.00047678810671134437
tercile_event_study,exposure_composite_hybrid,poverty_gap_sq,high,2019,0,reference,0.0,0.0,0.0,0.0,,,True,2019,171999,17,20.101910519116398,0.00047678810671134437
tercile_event_study,exposure_composite_hybrid,poverty_gap_sq,high,2021,2,yr_2021_x_high,0.00014685995105023208,0.004951875168453438,-0.010350646459636355,0.01064436636173682,0.9767070411207215,0.9708970897089709,False,2019,171999,17,20.101910519116398,0.00047678810671134437
tercile_event_study,exposure_composite_hybrid,poverty_gap_sq,high,2022,3,yr_2022_x_high,0.001264535185208163,0.0037295896340634226,-0.006641841643963547,0.009170912014379874,0.7389776267678652,0.7474747474747475,False,2019,171999,17,20.101910519116398,0.00047678810671134437
